ID,Sector,WorkFromHome,HoursWorkedPerDay,MeetingsPerDay,CommuteChange,StressLevel,ProductivityChange,HealthIssues,ChildcareResponsibilities,SalaryChange,JobSecurity,TechnologyAdaptation,CollaborationChallenges,ProductivityResilienceIndex,Age,YearsExperience,StressLevel_Numeric,ProductivityChange_Numeric,TechAdaptation_Numeric,CollaborationChallenges_Numeric,JobSecurity_Numeric,WorkFromHome_Numeric,HealthIssues_Numeric,ChildcareResponsibilities_Numeric
4578,Education,True,8.2,6,Decreased,Low,No Change,False,False,No Change,At Risk,Excellent,Minor,63.1,41,5,1,0,4,1,0,1,0,0
4579,IT,True,6.8,8,No Change,Medium,Decreased,False,False,Increased,At Risk,Excellent,None,40.0,27,3,2,-1,4,0,0,1,0,0
4580,Retail,True,9.1,8,Decreased,High,Decreased,False,False,No Change,Secure,Excellent,Minor,83.5,26,6,3,-1,4,1,2,1,0,0
4581,Retail,True,11.0,4,Decreased,Medium,No Change,False,True,Decreased,At Risk,Poor,Severe,14.3,47,1,2,0,1,3,0,1,0,1
4582,IT,True,7.3,6,Decreased,Low,Increased,True,False,No Change,Secure,Fair,Minor,68.0,26,6,1,1,2,1,2,1,1,0
4583,Education,True,10.9,6,Decreased,Medium,No Change,False,False,No Change,Secure,Fair,Moderate,77.4,31,11,2,0,2,2,2,1,0,0
4584,Finance,True,10.4,3,No Change,High,Decreased,False,True,No Change,Secure,Good,Moderate,71.5,23,3,3,-1,3,2,2,1,0,1
4585,IT,True,10.6,6,Decreased,High,Decreased,False,True,No Change,Secure,Good,Moderate,62.8,31,11,3,-1,3,2,2,1,0,1
4586,Finance,True,8.2,3,No Change,Low,No Change,False,False,Decreased,Uncertain,Fair,Moderate,65.9,56,7,1,0,2,2,1,1,0,0
4587,Healthcare,True,8.8,4,Decreased,High,No Change,True,False,No Change,Secure,Good,Moderate,60.4,33,2,3,0,3,2,2,1,1,0
4588,Retail,True,9.8,7,No Change,High,Decreased,False,False,No Change,Uncertain,Good,Severe,56.0,37,1,3,-1,3,3,1,1,0,0
4589,Education,True,7.5,3,Decreased,High,Decreased,True,False,No Change,At Risk,Poor,Moderate,0.0,22,2,3,-1,1,2,0,1,1,0
4590,IT,True,8.7,3,Decreased,High,No Change,True,False,Decreased,Secure,Good,Severe,64.9,38,9,3,0,3,3,2,1,1,0
4591,Education,False,6.1,2,No Change,Medium,No Change,False,False,No Change,Uncertain,Excellent,Moderate,77.1,25,5,2,0,4,2,1,0,0,0
4592,Healthcare,True,10.3,5,Decreased,Medium,Decreased,False,True,Decreased,Secure,Good,Minor,88.7,57,5,2,-1,3,1,2,1,0,1
4593,Retail,True,7.2,6,Decreased,Medium,Decreased,False,False,Decreased,Uncertain,Good,Moderate,56.1,34,6,2,-1,3,2,1,1,0,0
4594,Education,True,9.4,6,Decreased,High,Increased,False,False,No Change,Uncertain,Excellent,Minor,51.8,26,6,3,1,4,1,1,1,0,0
4595,Retail,True,9.0,8,Decreased,High,Decreased,False,True,No Change,Uncertain,Fair,Minor,25.5,28,8,3,-1,2,1,1,1,0,1
4596,Retail,True,8.4,6,No Change,Medium,No Change,False,True,Decreased,Uncertain,Good,Minor,66.1,53,3,2,0,3,1,1,1,0,1
4597,IT,True,10.2,4,Decreased,High,Increased,False,False,Decreased,Secure,Good,Severe,77.5,51,12,3,1,3,3,2,1,0,0
4598,Retail,True,6.8,6,Decreased,High,Decreased,True,False,Increased,Secure,Good,Moderate,50.7,58,26,3,-1,3,2,2,1,1,0
4599,Retail,True,9.4,4,Decreased,High,Decreased,True,True,Increased,Secure,Excellent,None,56.7,43,23,3,-1,4,0,2,1,1,1
4600,Finance,False,8.6,3,No Change,Medium,Increased,False,True,Increased,At Risk,Fair,Minor,39.2,53,8,2,1,2,1,0,0,0,1
4601,Education,False,9.0,5,No Change,Medium,Increased,True,False,No Change,Secure,Fair,Minor,55.2,32,12,2,1,2,1,2,0,1,0
4602,Retail,True,9.7,3,Decreased,Medium,Decreased,True,True,No Change,Uncertain,Fair,Minor,27.9,28,8,2,-1,2,1,1,1,1,1
4603,IT,True,6.9,3,Decreased,Medium,Increased,True,False,No Change,Secure,Good,Moderate,67.6,24,4,2,1,3,2,2,1,1,0
4604,Healthcare,False,9.8,3,No Change,High,No Change,True,True,Increased,Uncertain,Poor,Moderate,3.8,47,15,3,0,1,2,1,0,1,1
4605,Healthcare,True,8.9,4,No Change,High,No Change,False,False,Increased,Secure,Good,Minor,76.5,36,12,3,0,3,1,2,1,0,0
4606,Retail,True,8.1,4,Decreased,High,Increased,False,False,Increased,Uncertain,Good,Minor,47.8,25,5,3,1,3,1,1,1,0,0
4607,Retail,True,7.1,8,Decreased,Medium,No Change,False,True,Decreased,Uncertain,Excellent,None,60.5,45,3,2,0,4,0,1,1,0,1
4608,Healthcare,True,7.4,6,Decreased,High,Decreased,False,False,No Change,At Risk,Good,Severe,23.7,39,19,3,-1,3,3,0,1,0,0
4609,Finance,True,10.8,6,Decreased,Medium,Increased,False,True,No Change,Secure,Good,None,73.0,52,23,2,1,3,0,2,1,0,1
4610,Finance,True,9.8,7,No Change,High,No Change,True,False,Increased,At Risk,Excellent,Severe,26.3,23,1,3,0,4,3,0,1,1,0
4611,Retail,False,10.2,3,Increased,High,Decreased,True,False,Decreased,At Risk,Excellent,None,14.5,33,7,3,-1,4,0,0,0,1,0
4612,Retail,True,9.3,8,Decreased,High,Decreased,True,False,No Change,Secure,Good,None,55.5,24,3,3,-1,3,0,2,1,1,0
4613,Retail,False,6.3,3,Increased,High,No Change,True,True,Decreased,At Risk,Excellent,Minor,13.7,48,28,3,0,4,1,0,0,1,1
4614,Healthcare,True,8.8,4,Decreased,Medium,Decreased,False,True,No Change,Secure,Excellent,Minor,76.1,45,25,2,-1,4,1,2,1,0,1
4615,Finance,False,9.9,3,No Change,Medium,No Change,False,True,No Change,At Risk,Fair,None,36.9,39,19,2,0,2,0,0,0,0,1
4616,Education,True,10.7,8,Decreased,High,No Change,False,False,No Change,Uncertain,Poor,Moderate,39.3,61,5,3,0,1,2,1,1,0,0
4617,Education,True,8.6,5,Decreased,Low,No Change,False,False,Decreased,Secure,Excellent,Severe,100.0,60,25,1,0,4,3,2,1,0,0
4618,Healthcare,True,7.5,8,Decreased,Medium,No Change,False,False,No Change,Uncertain,Excellent,Moderate,71.3,34,14,2,0,4,2,1,1,0,0
4619,IT,True,11.0,3,No Change,High,Increased,True,False,No Change,Secure,Excellent,Minor,63.5,36,12,3,1,4,1,2,1,1,0
4620,Retail,True,7.9,5,Decreased,High,No Change,True,False,No Change,Secure,Good,Moderate,63.5,47,11,3,0,3,2,2,1,1,0
4621,Healthcare,True,8.5,3,Decreased,Medium,Decreased,True,False,Increased,Uncertain,Fair,Moderate,40.0,33,13,2,-1,2,2,1,1,1,0
4622,Finance,True,8.6,8,Decreased,Low,Increased,False,False,No Change,Uncertain,Good,Minor,84.8,60,13,1,1,3,1,1,1,0,0
4623,Education,True,8.4,7,No Change,Low,Decreased,False,False,No Change,Secure,Poor,None,86.3,33,0,1,-1,1,0,2,1,0,0
4624,IT,True,10.6,7,Decreased,High,Increased,True,False,Increased,Secure,Good,Severe,48.3,39,16,3,1,3,3,2,1,1,0
4625,Finance,False,7.2,4,Decreased,High,Increased,False,True,No Change,At Risk,Poor,None,6.2,59,5,3,1,1,0,0,0,0,1
4626,Education,True,8.3,5,Decreased,Medium,Decreased,False,False,No Change,Secure,Good,Moderate,84.4,39,14,2,-1,3,2,2,1,0,0
4627,Finance,False,9.5,5,No Change,High,Decreased,False,False,Increased,Uncertain,Good,Minor,56.2,22,2,3,-1,3,1,1,0,0,0
4628,Finance,False,9.8,4,No Change,Medium,No Change,False,False,No Change,At Risk,Fair,Minor,33.0,40,20,2,0,2,1,0,0,0,0
4629,IT,True,10.2,3,Decreased,High,Increased,True,False,Decreased,Uncertain,Excellent,None,35.2,52,30,3,1,4,0,1,1,1,0
4630,Education,True,10.7,4,Decreased,Medium,Decreased,True,False,Increased,Uncertain,Good,Severe,57.7,60,4,2,-1,3,3,1,1,1,0
4631,Finance,False,7.1,5,Increased,Medium,Decreased,False,False,No Change,Secure,Excellent,None,83.5,58,13,2,-1,4,0,2,0,0,0
4632,Healthcare,True,7.9,4,No Change,High,Increased,True,False,Decreased,Uncertain,Excellent,None,33.0,26,2,3,1,4,0,1,1,1,0
4633,Education,True,9.2,8,Decreased,High,Increased,False,False,Increased,At Risk,Good,Severe,34.1,47,2,3,1,3,3,0,1,0,0
4634,Healthcare,True,6.6,3,Decreased,High,Decreased,False,True,Increased,Secure,Poor,Minor,41.5,51,22,3,-1,1,1,2,1,0,1
4635,Education,True,8.3,4,Decreased,High,Decreased,False,True,Decreased,At Risk,Excellent,Severe,28.8,31,11,3,-1,4,3,0,1,0,1
4636,Retail,True,10.2,3,No Change,High,Increased,False,False,Increased,Uncertain,Good,None,58.7,41,7,3,1,3,0,1,1,0,0
4637,IT,True,6.9,6,Decreased,Medium,Decreased,False,True,Increased,At Risk,Excellent,Severe,48.5,22,2,2,-1,4,3,0,1,0,1
4638,Retail,True,6.0,4,Decreased,High,No Change,False,False,No Change,Secure,Excellent,Severe,65.6,47,21,3,0,4,3,2,1,0,0
4639,Retail,True,10.0,3,Decreased,High,Increased,False,False,No Change,Uncertain,Poor,Moderate,29.4,57,10,3,1,1,2,1,1,0,0
4640,Healthcare,False,7.0,2,Increased,High,No Change,False,False,No Change,Secure,Excellent,None,72.3,25,5,3,0,4,0,2,0,0,0
4641,Healthcare,True,6.3,8,Decreased,High,No Change,False,False,No Change,Secure,Excellent,Severe,76.3,54,16,3,0,4,3,2,1,0,0
4642,IT,True,6.3,7,No Change,Medium,No Change,False,True,No Change,Uncertain,Excellent,Minor,61.8,30,10,2,0,4,1,1,1,0,1
4643,Healthcare,True,9.6,8,No Change,High,Decreased,True,False,No Change,Secure,Fair,Moderate,37.6,42,9,3,-1,2,2,2,1,1,0
4644,Education,True,6.8,7,No Change,High,Decreased,True,False,Decreased,Uncertain,Fair,Moderate,24.6,46,17,3,-1,2,2,1,1,1,0
4645,Healthcare,True,10.5,5,Decreased,High,Decreased,False,True,Increased,Secure,Good,Severe,74.0,60,5,3,-1,3,3,2,1,0,1
4646,Healthcare,False,10.8,3,Decreased,High,Decreased,False,False,Increased,Secure,Good,None,69.4,46,21,3,-1,3,0,2,0,0,0
4647,IT,True,7.4,6,Decreased,High,Increased,False,False,Decreased,Uncertain,Good,Moderate,49.1,26,0,3,1,3,2,1,1,0,0
4648,Retail,False,9.5,4,Decreased,High,Decreased,False,False,Increased,Secure,Good,None,65.5,57,4,3,-1,3,0,2,0,0,0
4649,IT,True,6.1,6,Decreased,Medium,No Change,False,True,No Change,Secure,Fair,None,79.4,57,1,2,0,2,0,2,1,0,1
4650,Finance,True,7.9,8,Decreased,High,Decreased,True,False,Decreased,At Risk,Good,Moderate,13.7,48,1,3,-1,3,2,0,1,1,0
4651,Retail,True,10.8,5,No Change,High,Decreased,False,True,Decreased,Secure,Good,Minor,74.9,44,24,3,-1,3,1,2,1,0,1
4652,IT,True,10.2,4,Decreased,High,Increased,False,False,Increased,At Risk,Fair,Severe,27.9,52,30,3,1,2,3,0,1,0,0
4653,Education,True,6.5,7,Decreased,High,Increased,True,False,Increased,Secure,Good,None,61.6,45,18,3,1,3,0,2,1,1,0
4654,IT,True,10.6,5,No Change,Medium,Decreased,True,True,Decreased,At Risk,Excellent,Minor,39.1,31,7,2,-1,4,1,0,1,1,1
4655,Retail,True,8.7,7,Decreased,High,Decreased,False,False,No Change,At Risk,Excellent,Minor,30.8,60,25,3,-1,4,1,0,1,0,0
4656,Retail,True,10.8,3,No Change,High,Decreased,True,True,Increased,Uncertain,Excellent,Moderate,33.7,25,5,3,-1,4,2,1,1,1,1
4657,IT,True,6.1,4,Decreased,Medium,Increased,False,True,Decreased,Uncertain,Fair,Minor,50.7,52,3,2,1,2,1,1,1,0,1
4658,Education,True,10.2,5,Decreased,High,Increased,False,False,No Change,Uncertain,Excellent,None,54.5,24,4,3,1,4,0,1,1,0,0
4659,Retail,False,6.3,3,Decreased,Medium,Decreased,True,False,No Change,At Risk,Excellent,None,33.9,33,13,2,-1,4,0,0,0,1,0
4660,Education,True,6.2,3,Decreased,Low,No Change,True,True,Decreased,Secure,Good,Severe,86.1,38,0,1,0,3,3,2,1,1,1
4661,IT,False,6.4,3,Decreased,Low,Decreased,False,False,Decreased,Secure,Excellent,Minor,96.2,57,29,1,-1,4,1,2,0,0,0
4662,IT,False,9.6,2,Increased,High,Increased,False,True,Decreased,Uncertain,Excellent,Moderate,47.4,61,13,3,1,4,2,1,0,0,1
4663,Finance,True,9.3,6,Decreased,Medium,Increased,False,False,No Change,At Risk,Excellent,Minor,59.0,31,7,2,1,4,1,0,1,0,0
4664,Education,True,8.6,4,Decreased,High,No Change,False,False,Decreased,Secure,Excellent,Moderate,80.3,56,30,3,0,4,2,2,1,0,0
4665,Education,False,9.5,4,No Change,High,No Change,False,False,Decreased,At Risk,Good,None,23.3,58,26,3,0,3,0,0,0,0,0
4666,Retail,True,8.5,4,Decreased,High,Decreased,True,False,Decreased,At Risk,Excellent,Minor,21.0,45,18,3,-1,4,1,0,1,1,0
4667,Retail,True,8.9,5,Decreased,High,Decreased,False,True,Increased,Secure,Excellent,Severe,62.0,44,9,3,-1,4,3,2,1,0,1
4668,Finance,True,9.8,4,Decreased,High,No Change,False,True,Increased,Secure,Excellent,None,78.3,46,5,3,0,4,0,2,1,0,1
4669,Retail,True,8.9,7,No Change,Medium,Decreased,False,True,No Change,At Risk,Fair,None,32.9,50,21,2,-1,2,0,0,1,0,1
4670,Finance,True,10.9,6,Decreased,High,No Change,True,False,No Change,Secure,Poor,Severe,25.3,60,30,3,0,1,3,2,1,1,0
4671,Finance,True,10.6,3,Decreased,High,Increased,False,False,Increased,Uncertain,Excellent,None,54.3,52,23,3,1,4,0,1,1,0,0
4672,IT,False,7.0,3,Decreased,Medium,Decreased,False,False,No Change,Uncertain,Good,None,67.2,50,19,2,-1,3,0,1,0,0,0
4673,Finance,True,10.3,4,Decreased,Medium,Increased,True,True,Decreased,Uncertain,Excellent,Minor,56.2,61,30,2,1,4,1,1,1,1,1
4674,Retail,True,9.8,6,Decreased,High,Decreased,True,True,No Change,Secure,Good,Severe,40.9,54,6,3,-1,3,3,2,1,1,1
4675,IT,True,10.6,5,No Change,Medium,Increased,True,False,Decreased,Secure,Excellent,Minor,82.9,33,6,2,1,4,1,2,1,1,0
4676,Retail,True,10.3,5,Decreased,High,No Change,False,True,Decreased,Secure,Poor,Severe,37.6,38,5,3,0,1,3,2,1,0,1
4677,Finance,True,6.8,3,Decreased,Medium,Increased,False,False,Decreased,At Risk,Fair,Minor,33.1,53,15,2,1,2,1,0,1,0,0
4678,Education,True,9.5,6,Decreased,Medium,Increased,False,True,Decreased,At Risk,Good,Minor,48.5,43,0,2,1,3,1,0,1,0,1
4679,Healthcare,True,9.9,8,Decreased,High,Decreased,True,True,Increased,Uncertain,Good,Severe,31.8,31,11,3,-1,3,3,1,1,1,1
4680,IT,True,8.0,8,Decreased,High,Decreased,True,False,Decreased,Secure,Fair,Moderate,39.4,47,22,3,-1,2,2,2,1,1,0
4681,IT,False,10.4,3,Decreased,Medium,No Change,True,True,No Change,Secure,Good,Moderate,74.9,50,1,2,0,3,2,2,0,1,1
4682,Retail,False,7.7,5,Decreased,Medium,Decreased,False,True,Decreased,Uncertain,Excellent,Moderate,60.1,53,12,2,-1,4,2,1,0,0,1
4683,Education,True,10.0,7,Decreased,High,Increased,False,False,No Change,Uncertain,Excellent,Moderate,59.9,37,15,3,1,4,2,1,1,0,0
4684,Retail,True,8.7,8,Decreased,Medium,Decreased,True,True,Decreased,At Risk,Good,None,33.1,59,16,2,-1,3,0,0,1,1,1
4685,Finance,True,9.6,5,Decreased,Medium,No Change,False,True,No Change,Uncertain,Good,Severe,60.9,35,15,2,0,3,3,1,1,0,1
4686,Retail,True,10.1,5,Decreased,High,Decreased,False,False,Increased,At Risk,Excellent,Minor,35.4,31,11,3,-1,4,1,0,1,0,0
4687,Finance,False,7.1,3,Increased,Low,Decreased,False,True,No Change,Secure,Fair,None,78.8,43,2,1,-1,2,0,2,0,0,1
4688,Education,False,6.7,3,No Change,Medium,No Change,False,True,No Change,Secure,Poor,Moderate,59.5,38,18,2,0,1,2,2,0,0,1
4689,IT,True,8.6,7,Decreased,Medium,No Change,False,False,Increased,Secure,Excellent,Severe,94.3,46,26,2,0,4,3,2,1,0,0
4690,Education,True,8.2,8,Decreased,Low,Decreased,False,True,No Change,Secure,Poor,Minor,78.6,42,6,1,-1,1,1,2,1,0,1
4691,Education,True,8.3,3,Decreased,Medium,Decreased,False,False,No Change,Uncertain,Fair,Moderate,47.2,53,5,2,-1,2,2,1,1,0,0
4692,Finance,True,7.2,3,Decreased,Low,Increased,False,False,No Change,Uncertain,Good,Minor,72.6,40,12,1,1,3,1,1,1,0,0
4693,Finance,True,9.2,7,Decreased,High,Increased,False,False,Increased,Secure,Fair,Minor,59.0,55,17,3,1,2,1,2,1,0,0
4694,Healthcare,True,10.2,8,Decreased,High,Increased,True,False,Increased,At Risk,Excellent,Minor,12.8,46,4,3,1,4,1,0,1,1,0
4695,IT,True,9.4,7,Decreased,Medium,No Change,False,True,No Change,Secure,Excellent,Moderate,89.1,53,23,2,0,4,2,2,1,0,1
4696,Finance,True,7.5,6,Decreased,High,Increased,False,False,Increased,Secure,Good,Severe,60.9,26,6,3,1,3,3,2,1,0,0
4697,Healthcare,True,7.6,7,Decreased,High,No Change,False,False,Increased,Secure,Fair,None,67.0,53,2,3,0,2,0,2,1,0,0
4698,Retail,True,8.9,4,Decreased,High,Decreased,False,False,Decreased,Secure,Good,Minor,68.4,48,24,3,-1,3,1,2,1,0,0
4699,Education,True,8.8,3,Decreased,Low,Increased,True,False,Increased,At Risk,Good,Severe,36.4,58,18,1,1,3,3,0,1,1,0
4700,IT,True,10.0,7,Decreased,High,Increased,False,False,No Change,Secure,Good,None,74.9,62,18,3,1,3,0,2,1,0,0
4701,Retail,True,9.4,6,Decreased,Medium,Decreased,False,True,No Change,Uncertain,Poor,Severe,39.4,36,16,2,-1,1,3,1,1,0,1
4702,IT,False,7.1,4,Increased,Medium,No Change,False,False,No Change,Secure,Excellent,None,88.1,39,16,2,0,4,0,2,0,0,0
4703,IT,False,8.4,2,No Change,Medium,Increased,False,False,No Change,Secure,Excellent,Moderate,98.6,61,3,2,1,4,2,2,0,0,0
4704,IT,False,10.8,2,Decreased,High,Increased,False,False,Decreased,Secure,Excellent,Severe,74.7,62,17,3,1,4,3,2,0,0,0
4705,Retail,True,7.3,5,Decreased,High,Increased,False,False,No Change,Secure,Good,Severe,76.6,28,0,3,1,3,3,2,1,0,0
4706,Finance,True,8.4,4,Decreased,Low,Increased,True,False,No Change,Uncertain,Excellent,Minor,77.9,27,7,1,1,4,1,1,1,1,0
4707,Retail,False,9.0,2,No Change,High,No Change,False,True,Increased,At Risk,Fair,Moderate,20.4,50,26,3,0,2,2,0,0,0,1
4708,IT,True,9.3,3,Decreased,High,Decreased,False,False,Decreased,Secure,Excellent,Severe,67.9,24,4,3,-1,4,3,2,1,0,0
4709,IT,False,7.9,2,Increased,Medium,No Change,True,False,Increased,Uncertain,Excellent,None,58.8,49,18,2,0,4,0,1,0,1,0
4710,Finance,True,10.3,5,Decreased,High,Increased,False,False,No Change,Secure,Good,Moderate,64.3,38,5,3,1,3,2,2,1,0,0
4711,IT,True,9.5,6,No Change,High,Increased,False,False,No Change,Secure,Good,Minor,68.1,31,11,3,1,3,1,2,1,0,0
4712,Healthcare,False,8.5,5,No Change,High,No Change,True,False,Decreased,Uncertain,Good,Minor,27.4,62,20,3,0,3,1,1,0,1,0
4713,Education,False,9.0,5,No Change,Low,No Change,False,False,No Change,Uncertain,Poor,None,52.0,53,11,1,0,1,0,1,0,0,0
4714,Education,False,9.8,3,Decreased,High,No Change,False,False,Decreased,Uncertain,Excellent,Minor,57.1,33,13,3,0,4,1,1,0,0,0
4715,Finance,True,8.4,3,Decreased,Low,Increased,False,False,Increased,At Risk,Poor,Severe,49.3,41,16,1,1,1,3,0,1,0,0
4716,Healthcare,True,7.4,4,Decreased,High,Decreased,False,False,Decreased,Secure,Excellent,Moderate,83.7,45,25,3,-1,4,2,2,1,0,0
4717,Retail,True,8.3,7,Decreased,Medium,No Change,False,True,Increased,Uncertain,Fair,Moderate,53.5,47,3,2,0,2,2,1,1,0,1
4718,IT,True,6.1,3,Decreased,High,No Change,False,False,No Change,Secure,Good,Moderate,78.8,47,24,3,0,3,2,2,1,0,0
4719,Healthcare,True,9.7,5,Decreased,High,No Change,False,True,Decreased,Uncertain,Good,Minor,51.8,22,2,3,0,3,1,1,1,0,1
4720,Retail,True,6.7,4,Decreased,Medium,Increased,False,False,Decreased,Secure,Good,Moderate,79.6,24,4,2,1,3,2,2,1,0,0
4721,Finance,True,9.2,4,Decreased,Medium,Decreased,False,True,Decreased,Uncertain,Poor,None,47.1,33,0,2,-1,1,0,1,1,0,1
4722,Retail,False,7.2,4,Increased,High,Increased,False,False,Increased,At Risk,Fair,Minor,22.9,44,11,3,1,2,1,0,0,0,0
4723,Finance,True,9.2,7,Decreased,Medium,Increased,False,False,Increased,Uncertain,Good,Severe,57.2,31,11,2,1,3,3,1,1,0,0
4724,IT,False,7.3,3,No Change,High,No Change,False,True,Increased,Secure,Good,Minor,56.7,28,2,3,0,3,1,2,0,0,1
4725,Retail,False,8.5,4,No Change,Medium,Increased,False,False,Decreased,Uncertain,Excellent,None,61.9,62,16,2,1,4,0,1,0,0,0
4726,IT,False,10.8,3,Decreased,Medium,Increased,False,False,No Change,At Risk,Excellent,Minor,43.7,54,16,2,1,4,1,0,0,0,0
4727,Healthcare,True,8.8,5,Decreased,High,No Change,False,True,No Change,Secure,Excellent,None,69.1,36,5,3,0,4,0,2,1,0,1
4728,IT,True,7.7,5,No Change,High,Decreased,False,True,Decreased,Uncertain,Fair,Minor,29.8,48,10,3,-1,2,1,1,1,0,1
4729,Education,True,10.7,7,Decreased,Medium,Increased,True,True,No Change,Secure,Good,Moderate,71.7,44,9,2,1,3,2,2,1,1,1
4730,Retail,True,7.0,6,Decreased,Medium,No Change,True,True,Increased,Secure,Good,Severe,67.6,48,20,2,0,3,3,2,1,1,1
4731,Education,True,9.5,5,Decreased,High,No Change,True,False,Increased,Secure,Excellent,Minor,69.8,34,10,3,0,4,1,2,1,1,0
4732,Education,True,6.1,3,Decreased,Low,Increased,False,True,No Change,Secure,Excellent,None,100.0,39,3,1,1,4,0,2,1,0,1
4733,Healthcare,True,8.5,5,Decreased,Medium,Decreased,False,False,No Change,Secure,Poor,Minor,56.9,53,23,2,-1,1,1,2,1,0,0
4734,Retail,True,10.9,5,Decreased,High,No Change,False,False,Decreased,Secure,Good,Moderate,67.4,28,8,3,0,3,2,2,1,0,0
4735,IT,True,7.2,8,Decreased,Medium,Decreased,False,False,Decreased,At Risk,Good,Moderate,48.5,22,0,2,-1,3,2,0,1,0,0
4736,Education,False,8.4,4,Decreased,Low,Decreased,False,False,Increased,At Risk,Good,None,61.1,28,8,1,-1,3,0,0,0,0,0
4737,Finance,True,10.5,4,Decreased,High,Increased,True,False,No Change,At Risk,Good,Minor,12.4,42,15,3,1,3,1,0,1,1,0
4738,Finance,True,10.1,5,Decreased,Medium,Increased,False,True,No Change,At Risk,Good,Moderate,38.2,35,15,2,1,3,2,0,1,0,1
4739,Healthcare,True,6.1,8,Decreased,High,Decreased,False,False,Decreased,Secure,Good,Severe,74.8,38,17,3,-1,3,3,2,1,0,0
4740,Healthcare,True,8.2,5,Decreased,Medium,No Change,False,True,No Change,Secure,Fair,Severe,75.3,41,4,2,0,2,3,2,1,0,1
4741,Retail,True,11.0,4,Decreased,High,Decreased,True,True,Decreased,At Risk,Poor,Minor,0.0,44,10,3,-1,1,1,0,1,1,1
4742,Finance,True,9.9,4,Decreased,Medium,No Change,False,False,Increased,Uncertain,Poor,Minor,49.5,40,20,2,0,1,1,1,1,0,0
4743,IT,True,7.2,4,Decreased,High,No Change,False,False,No Change,Uncertain,Good,Minor,56.7,52,20,3,0,3,1,1,1,0,0
4744,IT,True,7.5,3,Decreased,Low,No Change,False,False,No Change,Secure,Fair,Moderate,100.0,35,10,1,0,2,2,2,1,0,0
4745,Finance,True,8.1,4,Decreased,High,No Change,True,False,No Change,At Risk,Fair,None,7.7,29,9,3,0,2,0,0,1,1,0
4746,Healthcare,True,8.7,5,No Change,High,No Change,False,True,No Change,Secure,Excellent,Minor,73.2,57,3,3,0,4,1,2,1,0,1
4747,Retail,True,8.5,5,No Change,Medium,Decreased,True,False,No Change,Uncertain,Good,Moderate,43.9,44,8,2,-1,3,2,1,1,1,0
4748,IT,True,9.1,4,Decreased,Medium,Decreased,False,True,No Change,Uncertain,Excellent,Severe,57.1,58,26,2,-1,4,3,1,1,0,1
4749,Education,True,10.5,5,Decreased,High,No Change,False,False,No Change,At Risk,Good,Moderate,33.1,31,9,3,0,3,2,0,1,0,0
4750,IT,True,8.1,8,No Change,Medium,Increased,True,False,No Change,Secure,Excellent,None,77.7,24,4,2,1,4,0,2,1,1,0
4751,Education,False,9.2,5,No Change,Medium,Decreased,False,True,No Change,Uncertain,Good,Severe,50.3,54,3,2,-1,3,3,1,0,0,1
4752,Education,True,9.0,7,Decreased,High,Decreased,False,False,Increased,Uncertain,Fair,Minor,39.3,31,6,3,-1,2,1,1,1,0,0
4753,Healthcare,True,9.7,8,Decreased,High,No Change,False,False,No Change,Secure,Good,Moderate,76.1,24,4,3,0,3,2,2,1,0,0
4754,Finance,True,9.4,6,Decreased,Medium,Increased,False,False,No Change,Secure,Poor,Severe,58.7,41,2,2,1,1,3,2,1,0,0
4755,IT,False,7.1,2,Increased,Low,No Change,False,False,Decreased,Secure,Fair,None,98.6,46,11,1,0,2,0,2,0,0,0
4756,Retail,False,9.1,2,Decreased,High,Decreased,False,False,No Change,Uncertain,Fair,Minor,32.9,57,4,3,-1,2,1,1,0,0,0
4757,Education,False,8.1,5,Decreased,Medium,No Change,False,True,Decreased,At Risk,Good,None,49.7,56,14,2,0,3,0,0,0,0,1
4758,Education,True,10.6,8,Decreased,High,No Change,False,False,No Change,At Risk,Poor,Severe,5.7,29,9,3,0,1,3,0,1,0,0
4759,Healthcare,True,9.8,7,No Change,High,Decreased,False,False,Decreased,Secure,Fair,Moderate,51.1,45,6,3,-1,2,2,2,1,0,0
4760,IT,False,10.7,5,No Change,High,Decreased,False,True,Decreased,Uncertain,Good,Minor,38.7,59,28,3,-1,3,1,1,0,0,1
4761,Healthcare,True,7.2,3,Decreased,High,Decreased,True,True,Increased,Secure,Excellent,Minor,52.0,31,2,3,-1,4,1,2,1,1,1
4762,IT,True,10.1,5,Decreased,Medium,Increased,False,True,Decreased,Uncertain,Good,Severe,52.9,33,0,2,1,3,3,1,1,0,1
4763,IT,False,8.0,5,Decreased,Medium,No Change,False,True,Decreased,Secure,Excellent,None,90.9,40,8,2,0,4,0,2,0,0,1
4764,Retail,False,8.8,2,Decreased,Medium,Increased,False,False,Decreased,Uncertain,Excellent,Severe,66.5,38,8,2,1,4,3,1,0,0,0
4765,Finance,True,9.1,7,Decreased,High,Increased,False,False,Decreased,Secure,Excellent,Minor,81.6,37,0,3,1,4,1,2,1,0,0
4766,Retail,False,6.7,4,Increased,High,Decreased,True,False,No Change,Uncertain,Poor,None,24.3,50,27,3,-1,1,0,1,0,1,0
4767,Healthcare,True,10.5,6,No Change,High,Decreased,True,False,No Change,Secure,Good,Minor,58.5,46,26,3,-1,3,1,2,1,1,0
